OBJECTID,FeatureUID,Label1,Country,FeatureNam,FeatureTyp,DsgAttr01,DsgAttr02,DsgAttr03,DsgAttr04,DsgAttr05,DsgAttr06,DsgAttr08,DsgAttr09,LocOpStat,MemoOther,DsgAttr10,MemoLoc,Latitude,Longitude,LocConfid,LocSource1,InfSource1,OperateNam,OwnerName1,OwnerName2,OwnerName3,OwnerName4,ADM1,DsgAttr07,Comment
2041,TZA003,<null>,Tanzania,Bulyanhulu Mine,Mines and Quarries,Metal,Gold,Gold,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Bubada,-3.230078,32.490897,E,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,<null>,<null>,<null>,<null>,Shinyanga,10.5,
2042,TZA003,<null>,Tanzania,Bulyanhulu Mine,Mines and Quarries,Metal,Silver,Silver,Y,Y,2018,Kilograms,<null>,Assumed Active,<null>,<null>,Bubada,-3.230078,32.490897,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,<null>,<null>,<null>,<null>,Shinyanga,8900,
2043,TZA004,TZA4,Tanzania,Buzwagi Mine,Mines and Quarries,Metal,Copper,Mine,Y,Y,2018,Metric tons,<null>,C&M,Not operating at the end of 2018.,<null>,Kahama,-3.861073,32.670608,E,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,Barrick Gold Corp. [63.9%],<null>,<null>,<null>,Shinyanga,4200,
2044,TZA004,<null>,Tanzania,Buzwagi Mine,Mines and Quarries,Metal,Gold,Gold,Y,Y,2018,Kilograms,<null>,Assumed Active,<null>,<null>,Kahama,-3.861073,32.670608,E,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,<null>,<null>,<null>,<null>,Shinyanga,4800,
2045,TZA004,<null>,Tanzania,Buzwagi Mine,Mines and Quarries,Metal,Silver,Silver,Y,Y,2018,Kilograms,e,Assumed Active,Estimated capacity.,<null>,Kahama,-3.861073,32.670608,E,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,<null>,<null>,<null>,<null>,Shinyanga,4300,
2046,TZA005,TZA5,Tanzania,Gasfield at Mnazi Bay,Oil and Gas Fields,Fuel,Natural gas,Gas,N,N,2018,Million cubic meters,<null>,Assumed Active,<null>,<null>,Mnazi Bay,-10.324862,40.386202,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Etablissements Maurel et Prom S.A.,Etablissements Maurel et Prom S.A. [48.06%],Wentworth Resources Ltd. [31.94%],<null>,<null>,Mtwara,2170,
2047,TZA006,TZA6,Tanzania,Gasfield at Songo Songo Island,Oil and Gas Fields,Fuel,Natural gas,Gas,N,N,2018,Million cubic meters,<null>,Assumed Active,<null>,<null>,Songo Songo Island,-8.516468,39.493574,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Orca Exploration Group Inc.,<null>,<null>,<null>,<null>,Lindi,1140,
2048,TZA007,TZA7,Tanzania,Geita Mine,Mines and Quarries,Metal,Gold,Gold,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Near Nyakabale,-2.875168,32.176869,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Geita Gold Mining Ltd.,AngloGold Ashanti Ltd. [100%],<null>,<null>,<null>,Geita,16.7,
2049,TZA007,<null>,Tanzania,Geita Mine,Mines and Quarries,Metal,Silver,Silver,Y,Y,2018,Kilograms,e,Assumed Active,Estimated capacity.,<null>,Near Nyakabale,-2.875168,32.176869,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Geita Gold Mining Ltd.,<null>,<null>,<null>,<null>,Geita,2300,
2050,TZA008,TZA8,Tanzania,Mine at Mbesa,Mines and Quarries,Metal,Copper,Mine,N,N,2018,Metric tons,e,Assumed Active,Estimated capacity.,<null>,Mbesa,-11.360085,37.054188,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Ruvuma,12000,
2051,TZA009,TZA9,Tanzania,"Mine at Merelani, Block A",Mines and Quarries,Gemstone,Tanzanite,Tanzanite,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Merelani,-3.574497,37.013503,E,Tanzania Mining Cadastre,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Kilimanjaro Mines Ltd.,<null>,<null>,<null>,<null>,Manyara,-999,
2052,TZA010,TZA10,Tanzania,"Mine at Merelani, Block B",Mines and Quarries,Gemstone,Tanzanite,Tanzanite,N,N,2018,Kilograms,"c,e",Assumed Active,"Estimated capacity is a combination of Merelani Mines, Blocks B and D.",TZA012,Merelani,-3.568903,37.018368,E,Tanzania Mining Cadastre,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Manyara,7500,
2053,TZA011,TZA11,Tanzania,"Mine at Merelani, Block C",Mines and Quarries,Gemstone,Tanzanite,Tanzanite,N,N,2018,Kilograms,e,Assumed Active,Estimated capacity.,<null>,Merelani,-3.561047,37.027182,E,Tanzania Mining Cadastre,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",TanzaniteOne Mining Ltd.,Sky Associates Ltd. [50%],State Mining Corp. [50%],<null>,<null>,Manyara,2000,
2054,TZA012,TZA12,Tanzania,"Mine at Merelani, Block D",Mines and Quarries,Gemstone,Tanzanite,Tanzanite,N,N,2018,Kilograms,"c,e",Assumed Active,"Estimated capacity is a combination of Merelani Mines, Blocks B and D.",TZA010,Merelani,-3.549151,37.037158,E,Tanzania Mining Cadastre,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Manyara,7500,
2055,TZA013,TZA13,Tanzania,"Mine at Merelani, Block D Extension",Mines and Quarries,Gemstone,Tanzanite,Tanzanite,N,N,2018,NA,<null>,Assumed Active,<null>,<null>,Merelani,-3.538605,37.04515,E,Tanzania Mining Cadastre,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tanzanite Africa Ltd.,IPP Media Ltd. [100%],<null>,<null>,<null>,Manyara,-999,
2056,TZA014,TZA14,Tanzania,Mine at Minjingu,Mines and Quarries,Fertilizer,Phosphate,Phosphate rock,N,N,2018,Metric tons,<null>,C&M,Not operating at the end of 2018.,<null>,Minjingu,-3.706408,35.915232,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Minjingu Mines and Fertilizers Ltd.,Mac Group of Companies [100%],<null>,<null>,<null>,Manyara,100000,
2057,TZA015,TZA15,Tanzania,Mines in various locations,Mines and Quarries,Metal,Gold,Gold,N,N,2018,Kilograms,e,Assumed Active,Estimated capacity. Location provided is for one of at least 65 mines in the specified area of study.,<null>,Various locations,-2.444646,32.951684,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Artisanal and small scale miners (ASM),<null>,<null>,<null>,<null>,Mwanza,1500,
2058,TZA016,TZA16,Tanzania,New Luika Mine,Mines and Quarries,Metal,Gold,Gold,Y,Y,2018,Kilograms,<null>,Assumed Active,<null>,<null>,Lupa Market,-8.359803,32.950748,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Shanta Gold Ltd.,<null>,<null>,<null>,<null>,Mbeya,2600,
2059,TZA016,<null>,Tanzania,New Luika Mine,Mines and Quarries,Metal,Silver,Silver,Y,Y,2018,Kilograms,e,Assumed Active,Estimated capacity.,<null>,Lupa Market,-8.359803,32.950748,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Shanta Gold Ltd.,<null>,<null>,<null>,<null>,Mbeya,3400,
2060,TZA017,TZA17,Tanzania,Ngaka Mine,Mines and Quarries,Fuel,Coal,Bituminous,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Near Lake Malawi,-10.527389,35.008388,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tancoal Energy Ltd.,Intra Energy Corp. Ltd. (IEC) [70%],National Development Corp. [30%],<null>,<null>,Ruvuma,960,
2061,TZA018,TZA18,Tanzania,North Mara Mine,Mines and Quarries,Metal,Gold,Gold,Y,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Nyamongo,-1.427174,34.554791,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,<null>,<null>,<null>,<null>,Mara,11.5,
2062,TZA018,<null>,Tanzania,North Mara Mine,Mines and Quarries,Metal,Silver,Silver,Y,Y,2018,Kilograms,e,Assumed Active,Estimated capacity. Re-acquired by Barrick Gold in September 2019.,<null>,Nyamongo,-1.427174,34.554791,A,Google Earth; Company website,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Acacia Mining Plc,<null>,<null>,<null>,<null>,Mara,1300,
2063,TZA019,TZA19,Tanzania,Nyanza Mines,Mines and Quarries,Industrial,Salt,Salt,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Uvinza,-5.099989,30.376865,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Nyanza Mines (Tanganyika) Ltd.,Mac Group of Companies [100%],<null>,<null>,<null>,Kigoma,60000,
2064,TZA020,TZA20,Tanzania,Plant at Dar es Salaam,Mineral Processing Plants,Metal,Iron and steel,"Steel, galvanized",N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Dar es Salaam,-6.845749,39.251317,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Aluminum Africa Ltd.,<null>,<null>,<null>,<null>,Dar es Salaam,70,
2065,TZA020,<null>,Tanzania,Plant at Dar es Salaam,Mineral Processing Plants,Metal,Iron and steel,"Steel, rolled",N,Y,2018,Thousand metric tons,e,Assumed Active,Rolled. Estimated capacity.,<null>,Dar es Salaam,-6.845749,39.251317,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Aluminum Africa Ltd.,<null>,<null>,<null>,<null>,Dar es Salaam,70,
2066,TZA021,TZA21,Tanzania,Plant at Dar es Salaam,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,C&M,Not operating at the end of 2018.,<null>,Dar es Salaam,-6.8,39.283333,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",ARM Cement Ltd.,<null>,<null>,<null>,<null>,Dar es Salaam,1600,
2067,TZA022,TZA22,Tanzania,Plant at Dar es Salaam,Mineral Processing Plants,Metal,Iron and steel,"Steel, galvanized",N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Dar es Salaam,-6.762543,39.238172,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",MM Integrated Steel Mills Ltd.,<null>,<null>,<null>,<null>,Dar es Salaam,36,
2068,TZA022,<null>,Tanzania,Plant at Dar es Salaam,Mineral Processing Plants,Metal,Iron and steel,"Steel, rolled",N,Y,2018,Thousand metric tons,e,Assumed Active,Rolled. Estimated capacity.,<null>,Dar es Salaam,-6.762543,39.238172,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",MM Integrated Steel Mills Ltd.,<null>,<null>,<null>,<null>,Dar es Salaam,36,
2069,TZA023,TZA23,Tanzania,Plant at Kimbiji,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Kimbiji,-6.995248,39.522499,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Lake Cement Ltd.,<null>,<null>,<null>,<null>,Dar es Salaam,500,
2070,TZA024,TZA24,Tanzania,Plant at Mbeya,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Mbeya,-8.941677,33.242481,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Mbeya Cement Company Ltd.,LaFargeHolcim [61.5%],<null>,<null>,<null>,Mbeya,1100,
2071,TZA025,TZA25,Tanzania,Plant at Mtwara,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Mtwara,-10.260059,40.039876,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Dangote Cement Plc,<null>,<null>,<null>,<null>,Mtwara,3000,
2072,TZA026,TZA26,Tanzania,Plant at Nazimuzubwi,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Nazimuzubwi,-6.932186,39.028981,E,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Kisarawe Cement Ltd.,<null>,<null>,<null>,<null>,Pwani,108,
2073,TZA027,TZA27,Tanzania,Plant at Tanga,Mineral Processing Plants,Industrial,Cement,Cement,N,Y,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Tanga,-5.106375,38.999386,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tanga Cement Company Ltd.,Afrisam Consortium (Pty) Ltd. [62.5%],<null>,<null>,<null>,Tanga,1800,
2074,TZA027,<null>,Tanzania,Plant at Tanga,Mineral Processing Plants,Industrial,Lime,Lime,N,Y,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Tanga,-5.106375,38.999386,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Neelkanth Lime Ltd.,<null>,<null>,<null>,<null>,Tanga,180000,
2075,TZA027,<null>,Tanzania,Plant at Tanga,Mineral Processing Plants,Industrial,Lime,Lime,N,Y,2018,Metric tons,<null>,C&M,Not operating at the end of 2018.,<null>,Tanga,-5.106375,38.999386,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Athi River Mining Ltd. (ARM),<null>,<null>,<null>,<null>,Tanga,40000,
2076,TZA028,TZA28,Tanzania,Plant at Wazo Hill,Mineral Processing Plants,Industrial,Cement,Cement,N,N,2018,Thousand metric tons,<null>,Assumed Active,<null>,<null>,Wazo Hill,-6.663264,39.167849,A,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Tanzania Portland Cement Company Ltd. (TPCC),Scancem International DA [69.3%],<null>,<null>,<null>,Dar es Salaam,2200,
2077,TZA029,TZA29,Tanzania,Williamson Mine,Mines and Quarries,Gemstone,Diamond,Diamond,N,N,2018,Thousand carats,<null>,Assumed Active,<null>,<null>,Near Shinyanga,-3.520532,33.606818,E,USGS Global GeoDB,"USGS 2018 Minerals Yearbook, Vol. III, Tanzania Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",Williamson Diamonds Ltd.,Petra Diamonds Ltd. [75%],Government [25%],<null>,<null>,Shinyanga,220,
2078,TGO001,TGO1,Togo,Facility at Bangeli,Mineral Processing Plants,Industrial,Stone,Limestone,N,N,2018,Metric tons,<null>,Assumed Active,<null>,<null>,Kara Region,9.434618,0.605114,A,Google Earth,"USGS 2018 Minerals Yearbook, Vol. III, Togo Country Chapter, Table 2; various other USGS, industry, geologic research, and company reports; various mining databases",West African Cement S.A. (WACEM),West African Cement S.A. (WACEM) [100%],<null>,<null>,<null>,Kara,2400000,
